sku,productSubcategory,productName
FP1149,Regular Veggies,Snake Gourd Per/Lb,Lb,#VALUE!
FP1173,Regular Veggies,Squash Akron Per Lb,Lb,#VALUE!
FP1475,Regular Veggies,Squash Bengali Per Lb,Lb,#VALUE!
FP1174,Regular Veggies,Squash Butternut Per Lb,Lb,#VALUE!
FP1580,Regular veggies,Squash Moqua Per Lb ,Lb,#VALUE!
FP1195,Regular Veggies,Squash Summer Per Lb,Lb,#VALUE!
FP1048,Regular Veggies,Tinda Punjabi Per Lb,Lb,#VALUE!
FP1033,Regular Veggies,Tindora Per Lb,Lb,#VALUE!
FP1499,Regular Veggies,Tomato Tomatillo Per Lb,Lb,#VALUE!
FP1053,Regular Veggies,Turnip Per Lb,Lb,#VALUE!
FP1200,Regular Veggies,Valor Long Per Lb,Lb,#VALUE!
FP1199,Regular Veggies,Valor Round Per Lb,Lb,#VALUE!
FP1204,Regular Veggies,Walnut Whole Per Lb,Lb,#VALUE!
FP1183,Regular Veggies,Yam Japanese Per Lb,Lb,#VALUE!
FP1181,Regular Veggies,Yam Red Per Lb,Lb,#VALUE!
FP1184,Regular Veggies,Yuca Per Lb,Lb,#VALUE!
FP1568,Regular veggies ,Bean Romano Per Lb ,Lb,#VALUE!
FP1578,Regular veggies ,Breadfruit Per Lb ,Lb,#VALUE!
FP1560,Tofu ,Tofu Wo Chong Firm,Ea,#VALUE!
FP1561,Tofu ,Tofu Wo Chong Soft ,Ea,#VALUE!
FP1645,Tomatoes,Tomato Cherry Per lb ,Lb,#VALUE!
FP1095,Tomatoes,Tomato Cluster Per/Lb,Lb,#VALUE!
FP1390,Tomatoes,Tomato Grape Medley Per Lb,Lb,#VALUE!
FP1093,Tomatoes,Tomato Jumbo Per Lb,Lb,#VALUE!
FP1407,Tomatoes,Tomato Mexican ,Lb,#VALUE!
FP1094,Tomatoes,Tomato Roma Per Lb,Lb,#VALUE!
FP1082,Veg Leaves,Aloevera Ea,Lb,#VALUE!
FP1074,Veg Leaves,Asparagus Bunch Ea,Ea,#VALUE!
FP1501,Veg Leaves,Asparagus Per Lb,Lb,#VALUE!
FP1070,Veg Leaves,Banana Flower Per Lb,Lb,#VALUE!
FP1425,Veg Leaves,Banana Leaf Single,lb,#VALUE!
FP1065,Veg Leaves,Banana Leaves Ea,Lb,#VALUE!
FP1402,Veg Leaves,Basil Leaves,,#VALUE!
FP1084,Veg Leaves,Bathua Bunch Ea,Ea,#VALUE!
FP1438,Veg Leaves,Beet With Leaves,,#VALUE!
FP1269,Veg Leaves,Button Rose,,#VALUE!
FP1439,Veg Leaves,Carrot With Leaves,,#VALUE!
FP1167,Veg Leaves,Celery Bunch Ea,Ea,#VALUE!
FP1449,Veg Leaves,Chinese Celery/Per Lb,Lb,#VALUE!
FP1068,Veg Leaves,Cilantro Ea,Ea,#VALUE!
FP1246,Veg Leaves,Collard Green,,#VALUE!
FP1080,Veg Leaves,Dil Leaves Bunch,Ea,#VALUE!
FP1067,Veg Leaves,Drumstick Leaves Per Lb,Lb,#VALUE!
FP1252,Veg Leaves,Fennel Leaves Bunch Ea,Ea,#VALUE!
FP1515,Fresh Flower,Fresh Marigold Flower Bouqet,,#VALUE!
FP1209,Veg Leaves,Gai Lan Per Lb,Lb,#VALUE!
FP1075,Veg Leaves,Gongura Leaves Bunch Ea,Ea,#VALUE!
FP1176,Veg Leaves,Green Leaves Bunch,Lb,#VALUE!
FP1375,Veg Leaves,Jasmine Malli Flower,,#VALUE!
FP1085,Veg Leaves,Kale Bunch Ea,Ea,#VALUE!
FP1072,Veg Leaves,Leaf Curry Pach Ea,Ea,#VALUE!
FP1069,Veg Leaves,Leaf Paan 5 Pack Ea,Ea,#VALUE!
FP1384,Veg Leaves,Lemon Grass Per Lb,Lb,#VALUE!
FP1382,Veg Leaves,Lettuce Pacific Romaine Hearts 3 Pack,,#VALUE!
FP1245,Veg Leaves,Lettuce Romanie Ea,Ea,#VALUE!
FP1422,Veg Leaves,Mango Leaf 4 Pack,,#VALUE!
FP1268,Veg Leaves,Mango Leaves Bunch Ea,Ea,#VALUE!
FP1066,Veg Leaves,Methi Bunch Ea,Ea,#VALUE!
FP1081,Veg Leaves,Mint Ea,Ea,#VALUE!
FP1437,Veg Leaves,Mustard China,Ea,#VALUE!
FP1201,Veg Leaves,Onion Mexican Ea,Ea,#VALUE!
FP1073,Veg Leaves,Onion Spring Ea,Ea,#VALUE!
FP1254,Veg Leaves,Organic Artichoke Ea,Ea,#VALUE!
FP1211,Veg Leaves,Parsley Bunch Ea,Ea,#VALUE!
FP1440,Veg Leaves,Radish With Leaves,,#VALUE!
FP1076,Veg Leaves,Red Leaves Per Lb,Lb,#VALUE!
FP1463,Veg Leaves,Red Spinach Bunch Ea,Ea,#VALUE!
FP1355,Veg Leaves,Saag Indian Bunch,Ea,#VALUE!
FP1071,Veg Leaves,Saag Mustard Bunch Ea,Ea,#VALUE!
FP1083,Veg Leaves,Saag Rapini Bunch Ea,Ea,#VALUE!
FP1185,Veg Leaves,Saag Sarson Bunch Ea,Ea,#VALUE!
FP1450,Veg Leaves,Small Gai Choy Per Lb,Lb,#VALUE!
FP1417,Veg Leaves,Sour Leaf Bunch Ea,Ea,#VALUE!
FP1079,Veg Leaves,Spinach Big Bag Ea,Ea,#VALUE!
FP1077,Veg Leaves,Spinach Bunch,Ea,#VALUE!
FP1078,Veg Leaves,Spinach Small Bag Ea,Ea,#VALUE!
FP1259,Veg Leaves,Taro Leaf Per Lb,Lb,#VALUE!
FP1454,Veg Leaves,Thotakura Per Lb,Lb,#VALUE!
FP1476,Veg Leaves,Water Spinach Per Lb,Lb,#VALUE!
FP1208,Veg Leaves,Yo Choy Per Lb,Lb,#VALUE!
FP1661,Veg Leaves ,bachalikura Leaves per lb ,lb,#VALUE!
FP1564,Veg Leaves ,Green Leaf Lettuce ,Ea,#VALUE!
FP1629,Veg Leaves ,Leaves Chulai bunch,Ea,#VALUE!
FP1253,Veg Leaves ,Leek Bunch ,Ea,#VALUE!
FP1634,Veg Leaves ,Lettuce Red Leaf Ea,Ea,#VALUE!
FP1684,,Mango Atulfo 4X5 ,Ea,#VALUE!
